reference,comparator,reference_auc,comparator_auc,delta,ci_low,ci_high,p_two_sided,valid_bootstrap
physiov2_ppg,moment_small,0.7705543744482987,0.7218305919212264,0.04872378252707221,0.007004482867704923,0.09190947130374572,0.01759648070385923,5000
physiov2_ppg,normwear,0.7705543744482987,0.7174604950704312,0.05309387937786747,0.01456607499879312,0.09438226817412386,0.005198960207958408,5000
physiov2_ppg,papagei_s,0.7705543744482987,0.705954023845934,0.06460035060236469,0.022255923978030265,0.10895489539644995,0.003599280143971206,5000
physiov2_ppg,pulse_ppg,0.7705543744482987,0.7038715452612734,0.06668282918702528,0.025689846548594665,0.10826036362491227,0.0011997600479904018,5000
physiov2_ppg,units_x128,0.7705543744482987,0.7208297589297925,0.049724615518506154,0.010144540284621787,0.09115745180588136,0.01279744051189762,5000
